reserved;Target Subsystem Index;Object Index;Attribute Index;Bas;Std;Adv;Svc
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;8;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;9;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;10;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;11;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;12;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;13;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;14;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;15;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;16;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;17;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;18;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_phone;19;RO;RO;RO;RO
;HMI_IDX;HMI_IDX_SetPassword_StandardLevel;0;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_SetPassword_StandardLevel;1;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_SetPassword_StandardLevel;2;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_SetPassword_StandardLevel;3;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_SetPassword_StandardLevel;4;RO;RW;RW;RW
;HMI_IDX;HMI_IDX_SetPassword_StandardLevel;5;RO;RW;RW;RW
;ARM_IDX;ARM_IDX_readOnlySwitchStatus;0;RO;RO;RO;RO
;ARM_IDX;ARM_IDX_serviceAccountSwitch;0;RO;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;1;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;2;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;3;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;4;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;5;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;6;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;7;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;8;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;9;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;10;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;11;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;12;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;13;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;14;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;15;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;16;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;17;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;18;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorLocationTag;19;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;1;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;2;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;3;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;4;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;5;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;6;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;7;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;8;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;9;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;10;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;11;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;12;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;13;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;14;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;15;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;16;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;17;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;18;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensoTag;19;RO;RO;RO;RO
;CDT_IDX;CDT_IDX_reaction_InputFail;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagMaintainMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagFunCheckMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagOffSpecMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagMinFlowMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagMaxFlowMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagFlow103Mask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagLowCutoffMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagTSensorFailMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagTSensorOffSpecMask;0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_diagTxSensorOffSpecMask;0;RO;RW;RW;RW
;MVM_IDX;MVM_IDX_QAlmRange;RANGEFLT_loLim;RO;RW;RW;RW
;MVM_IDX;MVM_IDX_QAlmRange;RANGEFLT_hiLim;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_temperatureAlmRange_obj;UOM_PF_value_1;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_temperatureAlmRange_obj;UOM_PF_value_0;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_dvPressureAlmRangeObj;UOM_PF_value_1;RO;RW;RW;RW
;MAPPER_IDX;MAPPER_IDX_dvPressureAlmRangeObj;UOM_PF_value_0;RO;RW;RW;RW
;SVM_IDX;SVM_IDX_ReAlmLimits;0;RO;RW;RW;RW
;SERVICEPORT_IDX;SERVICEPORT_IDX_baudRate;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_writeSelfDiagnosis;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_BothMaintenanceCycle;0;RO;RW;RW;RW
;SVM_IDX;SVM_IDX_Re;0;RO;RO;RO;RO
;MAPPER_IDX;MAPPER_IDX_dvTExtObj;UOM_PF_value_0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_elettronicTemperature_Obj;UOM_PF_value_0;RO;RO;RO;RO
;AI_IDX;AI_IDX_aiTempCurr;0;RO;RO;RO;RO
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_pulseNum;0;RO;RO;RO;RO
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_frequencyValue;0;RO;RO;RO;RO
;DIGITALOUTPUT_IDX;DIGITALOUTPUT_IDX_logicValue;0;RO;RO;RO;RO
;TOTALIZER_IDX;TOTALIZER_IDX_StartAllTotalizr;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StartQvTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StartQnTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StartQmTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StartEnergyTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StartQvPartialTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StartQnPartialTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StopAllTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StopQvTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StopQnTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StopQmTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StopEnergyTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StopQvPartialTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_StopQnPartialtotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_ResetAllTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_ResetQvTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_ResetQnTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_ResetQmTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_ResetEnergyTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_ResetQvPartialTotalizer;0;RO;RW;RW;RW
;TOTALIZER_IDX;TOTALIZER_IDX_ResetQnPartialTotalizer;0;RO;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_resetCB_Runhour;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_tranMaintenanceCyc;0;RO;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_ambientTemperatureMax_obj;UOM_PF_value_0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_intRTDType;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_temperatureMaxRecord_obj;UOM_PF_value_0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_resetFE_Runhour;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_frontendMaintenance;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_snr;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_snrThreshold;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_autoselfcheck_Enable;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_spanUpperRange;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_sigAmplitude;0;RO;RO;RO;RO
;CDT_IDX;CDT_IDX_vbrAmplitude;0;RO;RO;RO;RO
;CDT_IDX;CDT_IDX_sigMagnitude;0;RO;RO;RO;RO
;CDT_IDX;CDT_IDX_calibrationStatus;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_internalRTDPassword;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_internalRTDPassword;1;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_internalRTDPassword;2;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_internalRTDPassword;3;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_internalRTDPassword;4;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_internalRTDPassword;5;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_analogInputPassword;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_analogInputPassword;1;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_analogInputPassword;2;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_analogInputPassword;3;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_analogInputPassword;4;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_analogInputPassword;5;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_energyFlowPassword;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_energyFlowPassword;1;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_energyFlowPassword;2;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_energyFlowPassword;3;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_energyFlowPassword;4;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_energyFlowPassword;5;RO;RW;RW;RW
;SVM_IDX;SVM_IDX_KLinearisation;0;RO;RO;RW;RW
;SVM_IDX;SVM_IDX_KSET;0;RO;RO;RO;RO
;CDT_IDX;CDT_IDX_readParameters;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_writeParameters;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_saveCustomerDef;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_saveFactoryDef;0;RO;RO;RO;RW
;CDT_IDX;CDT_IDX_resetCustomerDef;0;RO;RW;RW;RW
;CDT_IDX;CDT_IDX_resetFactoryDef;0;RO;RW;RW;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_saveAllAsDefault;0;RO;RO;RO;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_resetAllToDefault;0;RO;RO;RO;RW
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;1;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;2;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;3;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;4;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;5;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;6;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;7;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;8;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;9;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;10;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalDate;11;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;1;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;2;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;3;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;4;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;5;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;6;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;7;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;8;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;9;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;10;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;11;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;12;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;13;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;14;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;15;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;16;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;17;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;18;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalCertNo;19;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;1;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;2;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;3;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;4;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;5;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;6;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;7;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;8;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;9;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;10;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;11;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;12;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;13;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;14;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;15;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;16;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;17;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;18;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;19;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;20;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;21;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;22;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;23;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;24;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;25;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;26;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;27;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;28;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;29;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;30;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_sensorCalLocation;31;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;1;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;2;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;3;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;4;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;5;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;6;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_swRevisionHmi_transmitter;7;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_hwRevisionHmi_transmitter;0;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_hwRevisionHmi_transmitter;1;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_hwRevisionHmi_transmitter;2;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_hwRevisionHmi_transmitter;3;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_hwRevisionHmi_transmitter;4;RO;RO;RO;RO
;ELETTRONICSERVICES_IDX;ELETTRONICSERVICES_IDX_hwRevisionHmi_transmitter;5;RO;RO;RO;RO
